 RespId,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
470001,Only a few,None,Some,A lot,A lot,A lot,A lot,Some,None
470002,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470003,Only a few,Some,A lot,A lot,Some,Some,Some,Some,A lot
470007,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
480008,A lot,Only a few,Some,Only a few,Only a few,Only a few,None,Some,Some
480009,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Some,Some,Some
480010,Some,,Some,A lot,A lot,A lot,Some,A lot,Some
470008,None,None,A lot,A lot,Some,Some,None,A lot,A lot
470010,Only a few,None,Only a few,Some,Some,Some,None,Some,Some
470011,Some,Only a few,Some,Some,Some,Some,Some,A lot,Some
470013,Some,Some,Some,Some,Some,Some,Only a few,Some,Only a few
470016,None,Only a few,Some,Only a few,Some,Some,A lot,Only a few,Some
480020,A lot,None,A lot,Only a few,None,Only a few,None,Some,Only a few
470017,None,None,None,Some,None,Some,None,Some,Some
470018,A lot,Only a few,Some,Some,Some,Some,None,A lot,A lot
470019,A lot,None,Some,Some,Some,Only a few,None,A lot,A lot
470022,None,Some,Some,A lot,A lot,Some,A lot,A lot,A lot
470025,A lot,Only a few,Only a few,Some,Some,Some,None,A lot,Some
470027,Only a few,Only a few,Some,A lot,Some,Some,None,Some,A lot
470028,Some,Some,A lot,Some,Some,Some,Only a few,A lot,A lot
470029,Only a few,None,Some,Some,Only a few,Only a few,None,Only a few,Only a few
470030,A lot,Only a few,A lot,Some,Some,A lot,Only a few,A lot,A lot
470031,None,Only a few,A lot,A lot,Some,A lot,Some,A lot,A lot
470033,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
470034,A lot,None,Some,Some,Some,Only a few,None,A lot,None
470035,None,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot
470036,Only a few,Some,Only a few,Some,Only a few,Only a few,Some,Some,Some
470037,None,None,A lot,Some,None,A lot,Only a few,Some,Some
470038,A lot,Only a few,Only a few,Only a few,Some,A lot,Only a few,A lot,A lot
470039,Some,Only a few,Some,Some,Some,Some,None,Some,Some
470040,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,Some
470042,None,Only a few,Some,Some,None,Some,Some,None,Some
470043,A lot,A lot,Only a few,A lot,Some,A lot,Some,A lot,A lot
470044,Some,None,Only a few,Some,Some,Only a few,None,Some,Some
470045,Only a few,Some,Some,A lot,Some,Some,Some,Some,Some
470046,None,Some,A lot,A lot,Some,Some,Some,Some,Some
480053,Some,Some,A lot,Some,Only a few,Some,Some,Only a few,A lot
470049,None,Some,Some,A lot,Only a few,Only a few,Some,Some,Some
470050,Some,Some,Some,,Some,Some,Some,A lot,Some
480056,None,None,Some,A lot,Some,Some,A lot,None,None
470051,None,None,A lot,A lot,Some,Some,Some,Some,Some
470052,None,None,Some,A lot,Only a few,Some,Only a few,Some,A lot
470053,Only a few,Only a few,Some,A lot,Some,A lot,A lot,Some,A lot
470056,Some,Only a few,Some,A lot,Some,Some,Some,Some,A lot
470057,Some,None,None,None,None,None,None,Only a few,Some
470058,A lot,Only a few,A lot,Some,Some,Some,Only a few,A lot,A lot
470059,Only a few,Only a few,Some,A lot,Only a few,Some,Some,Some,A lot
470061,Some,Some,Some,Some,Some,Only a few,Some,Some,Some
470062,Some,Some,Some,A lot,A lot,Some,Only a few,A lot,A lot
470064,Only a few,Some,Some,A lot,Only a few,Some,Only a few,A lot,Some
470065,None,A lot,A lot,A lot,,None,None,A lot,A lot
470067,Only a few,None,A lot,Some,Some,Only a few,None,Some,Only a few
470068,None,Only a few,Some,Some,Some,Some,A lot,Some,A lot
470070,A lot,Only a few,A lot,Only a few,Some,Only a few,Only a few,A lot,A lot
470071,Only a few,Some,A lot,A lot,Only a few,Some,Only a few,A lot,A lot
470072,None,Some,Only a few,Some,Some,Only a few,Some,Only a few,Only a few
470073,Some,Some,Some,A lot,Some,Some,Some,Only a few,A lot
470074,Some,Some,Some,A lot,Some,A lot,Some,A lot,A lot
480081,A lot,Some,Some,Some,Some,Some,Only a few,Some,
470075,Some,Some,A lot,Some,Some,A lot,Only a few,A lot,A lot
470077,A lot,Only a few,Some,Only a few,Some,Some,None,A lot,Only a few
470079,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470080,,,,A lot,,Only a few,Only a few,Some,Some
470082,None,Some,A lot,A lot,A lot,A lot,Only a few,A lot,A lot
470087,A lot,Some,Some,None,Some,None,None,Some,Some
470088,A lot,Only a few,Some,Some,Some,Some,None,A lot,A lot
470089,None,None,None,None,None,None,None,None,None
470090,A lot,Some,Some,A lot,Only a few,Some,Some,Only a few,A lot
470092,Only a few,None,Some,Some,Some,Some,Only a few,Some,Some
470094,None,Only a few,Some,Some,Some,Some,A lot,Only a few,A lot
470096,None,Some,Some,A lot,Some,Some,Some,Some,A lot
470097,Some,None,Some,Some,Only a few,Some,None,A lot,Some
470098,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
470100,Only a few,Only a few,None,None,Only a few,None,None,Only a few,Some
470101,Only a few,Only a few,Only a few,A lot,Only a few,Some,Some,Some,Only a few
470102,Some,None,Some,Only a few,None,Only a few,None,Some,Only a few
470103,None,Only a few,Only a few,Some,Only a few,A lot,Some,Only a few,Some
470104,None,Only a few,Some,Some,Some,Only a few,Some,None,A lot
470106,,,,,,,,,
470107,Some,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
470108,None,Some,Some,Some,Some,Some,Some,Some,Some
470109,Some,None,Some,Some,Some,Only a few,None,A lot,Some
470111,None,Some,A lot,A lot,Some,A lot,Some,A lot,A lot
470112,Some,Some,Some,Some,Some,Only a few,None,Some,Some
470113,None,Only a few,Some,Some,None,Some,Some,Some,Some
470115,None,None,Only a few,Some,Only a few,Some,None,A lot,A lot
470116,None,Only a few,Some,Some,Some,Some,Only a few,Some,None
470117,None,Only a few,Some,A lot,Some,Only a few,Some,Some,A lot
470118,None,Only a few,Some,Some,Only a few,Some,Some,Some,Some
470119,None,Some,Only a few,A lot,Only a few,Some,Some,Some,Only a few
480127,None,Some,Only a few,Some,,Only a few,Some,Some,Some
470120,Some,Only a few,Some,Some,Some,Some,Some,Only a few,Some
470121,None,Some,Some,Some,Some,Some,Some,Some,A lot
470122,A lot,Only a few,Some,Some,Some,Only a few,Only a few,A lot,A lot
470125,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,Some
470126,A lot,Some,Some,Some,Some,Some,Only a few,A lot,A lot
470127,Some,Some,Some,Some,Some,Some,Some,Some,Some
470128,None,Only a few,Some,Some,Some,Some,Only a few,Only a few,Some
470131,None,Only a few,Some,Only a few,Some,Some,Some,Only a few,Only a few
470133,Some,Some,A lot,A lot,A lot,A lot,Some,Some,A lot
470134,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Only a few
470135,Some,None,Some,A lot,Some,Some,None,A lot,Some
470137,None,None,Some,Some,None,None,Only a few,Some,A lot
470138,None,Some,Some,Some,None,Some,Some,Some,Some
470139,None,None,Only a few,Some,Some,None,Some,Only a few,Some
470140,A lot,None,A lot,Some,Some,Only a few,None,A lot,A lot
470141,Some,None,A lot,Some,Some,Only a few,None,Some,A lot
470142,None,A lot,A lot,A lot,A lot,A lot,Some,Some,Some
480152,None,Only a few,Only a few,Some,Only a few,Only a few,Some,None,Some
470143,Only a few,Only a few,Some,Only a few,,A lot,Only a few,A lot,Only a few
470144,Some,None,Some,Some,Some,Some,Only a few,Only a few,Some
470145,A lot,None,Only a few,Only a few,Only a few,Some,Only a few,A lot,Only a few
470146,Some,Some,A lot,A lot,Some,A lot,Some,Some,A lot
470147,A lot,Some,Some,Some,Some,Some,Only a few,A lot,A lot
470148,None,Some,A lot,A lot,Some,Some,Some,Some,Some
470149,A lot,Some,Some,Some,Only a few,Only a few,Only a few,A lot,Some
470151,Some,Some,Some,A lot,Some,A lot,Only a few,A lot,Some
470152,Some,Only a few,Some,A lot,Some,Some,None,A lot,A lot
470154,Some,Some,Some,Some,Some,Some,Some,Only a few,Some
470158,None,None,None,None,None,None,None,Some,None
470159,Some,Only a few,Some,Some,Only a few,Only a few,None,A lot,A lot
470160,Some,Only a few,Some,Some,Some,Some,None,A lot,Some
470162,A lot,None,Only a few,Only a few,Only a few,A lot,None,A lot,None
470163,None,Only a few,Only a few,Some,Some,Some,Some,A lot,Some
470164,Some,Only a few,Some,Some,Only a few,Some,Some,A lot,Some
470165,None,Only a few,Some,A lot,Only a few,Only a few,Some,Some,A lot
470167,None,Some,Some,A lot,Some,Some,A lot,Some,A lot
470168,Some,Only a few,Only a few,Some,Some,Some,Only a few,A lot,Some
470169,Some,Only a few,Some,Some,Some,Some,Only a few,A lot,A lot
480183,None,None,None,A lot,None,None,None,Only a few,Some
470172,Some,Only a few,Some,Some,A lot,Only a few,None,A lot,None
470174,None,Only a few,Some,Some,Only a few,Only a few,Some,Only a few,Some
470175,,,,,,,,,
470177,Some,Some,Some,Some,Some,Some,Some,Some,Some
470179,Only a few,Only a few,Some,Some,Only a few,Only a few,None,Some,Some
470180,None,A lot,Some,A lot,A lot,Some,A lot,Some,Only a few
470181,None,Only a few,Only a few,A lot,Only a few,Some,Some,Some,A lot
470182,A lot,Only a few,Some,Some,Only a few,Only a few,None,A lot,Some
470183,Some,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
470184,Some,None,Some,None,Only a few,Some,None,Some,None
470186,None,Some,A lot,A lot,Some,A lot,A lot,Some,A lot
470187,A lot,Some,A lot,A lot,Some,A lot,Some,A lot,A lot
470188,A lot,None,Some,Some,Some,Only a few,None,A lot,Some
470189,None,None,None,Only a few,None,None,None,Some,A lot
470190,None,Some,A lot,Only a few,Some,A lot,Some,A lot,A lot
470191,None,Only a few,Some,Only a few,Some,Some,A lot,Some,A lot
470193,A lot,Only a few,Some,Only a few,Only a few,Only a few,None,Some,Some
470196,None,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
470198,Some,None,Some,Only a few,None,Only a few,None,Some,Some
470200,Only a few,Only a few,Some,Some,Only a few,A lot,Only a few,Some,Some
470201,A lot,None,Some,Only a few,None,Only a few,None,A lot,A lot
470205,None,Only a few,Some,Some,Some,Some,Some,Only a few,A lot
470206,Some,Only a few,A lot,Only a few,Only a few,Some,None,A lot,A lot
470207,Only a few,Only a few,Some,A lot,Some,Some,Only a few,Some,A lot
470208,Some,Some,Some,Some,Some,Some,Some,Some,Some
480222,Only a few,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,Some
470212,A lot,Some,Some,Some,Some,Some,Only a few,A lot,Some
470213,A lot,Only a few,Some,Only a few,Only a few,Some,None,A lot,Only a few
470214,A lot,Only a few,Some,Some,Only a few,Some,None,Some,Only a few
470215,None,Only a few,Some,A lot,Only a few,Some,Some,A lot,A lot
480230,None,None,Only a few,Some,Only a few,Only a few,Only a few,None,Only a few
470216,A lot,Some,Some,Only a few,Some,Only a few,None,A lot,A lot
470217,Some,Only a few,A lot,A lot,A lot,A lot,Only a few,A lot,A lot
470218,Only a few,None,Only a few,Only a few,None,Only a few,None,None,Only a few
470219,None,Only a few,Some,Some,Only a few,A lot,Some,Some,Some
470220,Only a few,Some,Some,A lot,A lot,A lot,A lot,Some,A lot
470222,Only a few,Only a few,A lot,A lot,Only a few,A lot,Some,A lot,A lot
470225,None,Only a few,Some,Some,A lot,Some,A lot,A lot,None
470228,None,Only a few,Only a few,Some,Some,Some,None,Some,A lot
470229,A lot,None,None,Only a few,Only a few,Only a few,None,A lot,Some
470230,Only a few,Only a few,A lot,A lot,Only a few,Some,Only a few,A lot,A lot
470232,Some,None,Only a few,Some,None,Some,None,A lot,None
470233,A lot,Only a few,A lot,Some,Some,Some,None,Some,Some
470235,None,Only a few,Only a few,A lot,Only a few,Some,Only a few,Some,Some
470237,Some,Some,Some,Some,Some,Some,Only a few,Some,A lot
470238,Only a few,Only a few,Some,Some,Only a few,Some,Some,Only a few,A lot
470239,Some,Some,Some,Only a few,Some,Some,Some,Some,Some
470241,None,None,None,None,None,None,None,None,None
470242,Some,None,Some,Only a few,Only a few,Only a few,None,A lot,None
470243,None,Some,Some,A lot,None,A lot,Some,A lot,A lot
470246,Some,Some,Some,A lot,Some,Some,Only a few,A lot,A lot
470247,None,Some,Some,Some,Some,Some,Some,A lot,A lot
470248,A lot,None,A lot,Some,Some,Only a few,None,Some,Some
470250,None,Only a few,Some,A lot,Some,Some,A lot,A lot,Some
470251,A lot,None,Some,None,None,Some,None,A lot,A lot
470255,Some,Some,A lot,A lot,A lot,A lot,Only a few,Some,A lot
480273,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
470256,Some,Some,Some,A lot,Some,Some,Some,A lot,Some
470257,None,Only a few,Some,A lot,A lot,A lot,A lot,Some,A lot
470259,Some,Only a few,A lot,Some,Some,A lot,Only a few,A lot,Some
470260,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470262,Some,None,Only a few,A lot,Only a few,Only a few,None,Some,Some
470266,None,Some,Only a few,Some,Some,Some,Some,Some,Some
470267,None,Only a few,Some,Only a few,Only a few,Some,None,Some,Some
470268,A lot,None,Only a few,None,None,Only a few,None,A lot,None
470270,None,Only a few,Only a few,A lot,Only a few,Only a few,,Some,A lot
470271,Some,Some,Some,Some,Some,Some,Some,Some,Some
470272,None,Some,Some,A lot,Some,Some,Some,Some,A lot
470273,Some,Only a few,Some,A lot,Only a few,Some,Some,Some,Some
480292,Some,Some,Some,Some,Some,Some,Some,Only a few,A lot
470274,Some,None,None,Some,Only a few,Some,None,A lot,Only a few
470275,Some,Only a few,Some,Only a few,Only a few,Only a few,Only a few,A lot,Some
470276,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
480296,None,Only a few,A lot,Only a few,None,Some,Only a few,Only a few,Some
470277,A lot,None,Some,Some,None,None,None,Some,Some
470278,A lot,Only a few,Some,Some,Only a few,Only a few,None,A lot,Some
470279,None,None,Only a few,Some,Only a few,Only a few,Some,Some,Some
470282,Only a few,Some,Only a few,Some,Only a few,Only a few,Some,Only a few,Some
470283,None,Only a few,None,Some,Only a few,Only a few,Only a few,None,Some
480304,Only a few,Some,Some,Some,Only a few,Some,Some,Only a few,Some
470284,None,Some,Some,A lot,Only a few,Some,Some,A lot,A lot
470285,None,None,None,Only a few,Only a few,Only a few,None,Some,Only a few
470286,None,Some,Some,A lot,Only a few,Some,Only a few,Some,Some
470289,Only a few,Some,A lot,A lot,Only a few,A lot,Only a few,A lot,A lot
470290,None,Some,Some,A lot,Only a few,Some,Only a few,Some,Some
470291,Only a few,Some,A lot,A lot,Some,Some,Some,A lot,A lot
470292,None,None,Some,Only a few,None,Some,Some,Some,Only a few
470293,None,Only a few,A lot,A lot,Only a few,Some,Some,Some,A lot
470294,None,Some,None,Some,Some,A lot,A lot,A lot,A lot
470301,A lot,Some,Some,Some,Some,Some,None,A lot,A lot
470305,None,Only a few,Some,Some,Only a few,None,Some,None,Some
470309,Some,Some,Some,Some,Some,Some,Some,Some,Some
470310,A lot,Some,Some,Some,A lot,Some,Only a few,Some,Only a few
470311,Some,Only a few,A lot,A lot,A lot,A lot,Only a few,Some,A lot
470312,None,Some,Only a few,Some,Some,A lot,Some,Only a few,A lot
470313,A lot,None,Only a few,Some,Only a few,Some,None,A lot,Some
470314,None,Some,Some,A lot,Some,Some,Some,Some,Some
480336,Some,Some,Some,Some,Some,Some,Some,A lot,Some
480339,A lot,Some,Some,Only a few,Some,A lot,None,A lot,Some
470317,Some,Only a few,A lot,A lot,Some,Some,Only a few,Some,Some
470319,A lot,Only a few,Only a few,Only a few,Some,None,None,Some,Some
470320,Only a few,None,Some,Some,None,Some,Only a few,None,A lot
470321,None,Only a few,Only a few,Only a few,Only a few,Some,Some,Some,Some
470322,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Some
470323,Only a few,Only a few,Some,A lot,A lot,Some,Some,A lot,A lot
470326,None,Only a few,A lot,A lot,Some,A lot,Some,Some,A lot
470329,Some,Only a few,A lot,Some,Some,Some,Some,Some,Some
470330,A lot,Only a few,A lot,Some,A lot,Some,None,A lot,A lot
470331,None,Only a few,Some,Some,Some,Some,Some,Only a few,Some
470332,Only a few,Some,Some,Some,Some,Some,Only a few,A lot,Some
470333,Some,Only a few,Some,Only a few,Only a few,Only a few,None,Some,A lot
470334,None,None,Some,Some,Only a few,None,Only a few,None,Only a few
470338,None,Only a few,Some,Some,Only a few,Some,Some,Some,Some
470340,Some,Only a few,Only a few,Only a few,Some,Some,None,A lot,Only a few
470341,Only a few,Only a few,Some,A lot,Some,Some,A lot,Some,A lot
470343,A lot,Only a few,A lot,Some,Only a few,Only a few,None,A lot,Some
470344,Some,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,Only a few
470345,A lot,Only a few,A lot,A lot,Some,Some,None,A lot,Only a few
470348,A lot,Some,Some,Some,Some,Some,Only a few,A lot,Some
470349,Some,Only a few,Some,Some,Some,Some,None,A lot,A lot
470350,Some,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,Some
470351,None,Some,Some,A lot,Some,A lot,Some,A lot,A lot
470352,None,None,None,None,None,None,None,Some,Some
470353,None,Some,Some,Some,Some,Some,A lot,Only a few,Some
470354,Some,Only a few,A lot,A lot,Only a few,A lot,Some,A lot,A lot
470355,A lot,Only a few,Some,None,Only a few,Only a few,None,A lot,A lot
470356,None,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470358,Some,None,Some,None,None,Only a few,None,A lot,Only a few
480385,Only a few,Only a few,Some,Some,Some,A lot,Some,Only a few,A lot
470359,Some,Some,Some,Some,Some,Some,None,Some,A lot
470361,Some,Only a few,A lot,Some,Some,Some,Only a few,Some,Some
470362,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot
470363,None,None,Only a few,Only a few,Some,Only a few,Only a few,None,A lot
470364,None,Some,Some,A lot,Some,Some,Some,Some,A lot
470365,None,Only a few,Some,Only a few,A lot,A lot,Some,A lot,A lot
470366,None,Some,A lot,A lot,Some,Some,Some,Some,A lot
470367,A lot,Only a few,Some,Only a few,Some,Only a few,None,A lot,A lot
470370,None,None,Only a few,None,,Only a few,None,Only a few,Some
470371,None,Only a few,Some,A lot,Some,Some,Some,Some,A lot
470372,A lot,Some,Some,A lot,Some,Some,Some,A lot,Some
470373,Some,Only a few,Some,Some,Only a few,Some,None,Some,Only a few
470374,Some,Some,A lot,Some,Some,Some,Only a few,Some,Some
470375,Only a few,Only a few,Some,A lot,Some,Some,A lot,Some,Some
470376,Only a few,Some,Some,Some,Some,Only a few,None,Only a few,Some
470377,None,Some,Some,Some,Some,Some,Some,Some,Some
470379,,,,,,,,,
470382,Only a few,Only a few,Only a few,A lot,Only a few,A lot,Only a few,Some,Some
470383,None,Only a few,Some,A lot,Some,A lot,A lot,A lot,A lot
470384,Only a few,None,Some,A lot,Only a few,Some,None,A lot,Some
470385,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
470387,Only a few,None,Only a few,A lot,Only a few,None,None,Some,Some
470389,A lot,Only a few,Some,Some,Only a few,Some,None,A lot,Some
470391,A lot,Some,Some,Some,Some,Some,Some,A lot,Some
470392,None,None,Some,Some,Some,A lot,Some,Some,Only a few
470393,Only a few,None,A lot,A lot,None,Some,Only a few,Some,A lot
470394,Some,Some,A lot,A lot,Some,Some,Only a few,Some,A lot
470395,None,Only a few,Only a few,Some,None,Some,Only a few,Some,Some
470396,Only a few,Some,Only a few,A lot,Some,Only a few,Only a few,A lot,A lot
470397,Some,None,Some,Only a few,None,None,None,Some,Only a few
470399,Some,Some,Some,Some,Some,Some,Some,Some,Some
470403,Only a few,Some,Some,A lot,Only a few,A lot,A lot,Some,A lot
480432,None,Only a few,Some,A lot,Some,A lot,A lot,Some,Some
470405,None,Only a few,Only a few,A lot,A lot,A lot,Some,A lot,A lot
470407,Only a few,None,Some,A lot,Some,Some,None,Some,Only a few
470408,Some,Only a few,A lot,Some,Only a few,Some,None,A lot,Some
470409,Only a few,Some,Some,A lot,Some,Some,Some,Some,Some
470411,A lot,A lot,Some,Some,A lot,Some,Some,Some,Some
470412,Some,Only a few,Some,Only a few,Some,Some,,Some,Some
470414,A lot,Some,A lot,Some,Some,Some,Only a few,A lot,Some
470415,Only a few,None,A lot,Some,Some,Only a few,Only a few,A lot,Some
470416,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470417,None,Only a few,Some,A lot,Only a few,Some,None,Only a few,A lot
470419,None,A lot,A lot,Some,Some,A lot,A lot,Only a few,None
470420,None,Some,A lot,A lot,Some,Some,Only a few,Some,Some
470421,A lot,Only a few,Some,Some,Some,Only a few,Only a few,A lot,A lot
470422,A lot,Some,A lot,Some,Some,Some,A lot,A lot,Some
470423,Some,None,None,Some,None,Some,None,Some,Some
470424,None,Only a few,Some,Some,A lot,Some,Some,Some,Some
470425,None,Only a few,Some,Some,Only a few,Some,Some,Only a few,A lot
480454,None,Only a few,Only a few,Some,Only a few,Some,Some,Only a few,Some
470426,None,None,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Some
470427,None,Only a few,Some,Some,Some,Some,Some,A lot,Some
470428,A lot,Some,Some,Some,Some,A lot,None,A lot,Some
470429,A lot,None,Some,Only a few,Some,Only a few,None,A lot,A lot
470430,Some,Some,Some,Only a few,Some,Only a few,None,A lot,A lot
470431,Some,Only a few,Some,Some,Only a few,Some,Some,Only a few,Some
470433,None,None,A lot,Some,Some,Some,Some,Some,A lot
470434,A lot,Some,Some,Some,Some,Some,Only a few,Some,Only a few
470436,None,Some,Some,Some,Some,Some,Some,Some,Some
470437,None,Only a few,Some,Only a few,A lot,A lot,Some,Only a few,A lot
470439,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Only a few
470440,None,None,Some,Some,None,Only a few,None,Some,Some
470442,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470444,Some,None,None,None,Only a few,None,None,A lot,Some
470445,None,None,None,None,None,None,None,Only a few,Some
470446,Only a few,Some,Some,A lot,None,Some,Some,None,A lot
470448,A lot,Only a few,Some,Some,Only a few,Only a few,None,Some,Only a few
480478,None,A lot,Some,A lot,Some,A lot,Some,Some,A lot
470449,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some,Some
470450,None,Only a few,Some,Some,None,Only a few,Only a few,Only a few,Some
470451,Only a few,Some,Some,A lot,Some,Some,Some,A lot,A lot
470452,Only a few,Only a few,Some,A lot,Some,A lot,A lot,A lot,A lot
470455,None,Some,Some,Some,Some,Only a few,Some,None,Some
470457,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470458,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
470459,Some,None,Only a few,None,Only a few,None,None,A lot,Some
470460,Some,Only a few,A lot,A lot,Some,Some,None,A lot,Some
480491,None,Only a few,Some,Some,Only a few,Some,None,A lot,Only a few
470461,Only a few,Some,A lot,A lot,Some,Some,Some,A lot,A lot
470466,None,Some,Some,A lot,Some,A lot,A lot,Some,Some
470468,None,Some,Some,Some,Some,Some,Some,Only a few,Some
470469,A lot,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
470470,Some,Only a few,A lot,A lot,Only a few,A lot,None,A lot,Some
470471,Only a few,Some,A lot,Some,Some,Some,Some,Some,A lot
470472,Only a few,None,Some,Some,Only a few,Some,Only a few,Some,Some
470474,None,,Some,A lot,A lot,Some,Only a few,Some,A lot
470476,None,Some,Some,Some,Some,Some,A lot,Some,A lot
470477,Some,Some,Some,A lot,Some,Some,None,A lot,Some
470478,A lot,Some,A lot,Some,A lot,Only a few,Only a few,Some,A lot
470480,None,Only a few,Some,Only a few,Some,Only a few,None,Some,Some
470481,None,Some,Some,A lot,Some,Some,A lot,Some,A lot
470482,Some,Some,Some,,Some,Some,Only a few,Some,Some
470483,Some,None,Some,Some,Only a few,Only a few,None,A lot,Some
470484,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
470485,None,None,A lot,Some,Only a few,Only a few,Only a few,Only a few,Some
470487,Some,Some,A lot,A lot,A lot,Some,Only a few,A lot,A lot
470488,Some,Some,Some,A lot,Some,Some,Only a few,Some,A lot
480520,Some,Some,Some,Some,Some,Some,Some,Some,Some
470489,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470490,Only a few,Some,Some,Some,A lot,Some,A lot,Some,A lot
470491,,None,Some,None,None,Some,None,Some,
470492,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
470495,A lot,Some,Only a few,None,Only a few,Only a few,None,Some,Some
470496,None,Only a few,Some,Some,Only a few,Some,Some,Some,A lot
470497,A lot,Some,Some,Only a few,Some,None,None,A lot,Some
470498,None,None,Some,Some,None,Only a few,None,Only a few,Some
470499,Some,Only a few,Some,Only a few,Some,A lot,None,A lot,Some
480532,None,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some
470501,Some,Some,Some,Only a few,Only a few,Only a few,None,A lot,Some
470502,Some,Some,Some,A lot,Some,Some,Some,Some,A lot
470503,Only a few,Some,Some,Some,A lot,Some,A lot,Some,Only a few
470504,Only a few,Only a few,Only a few,Some,Some,A lot,Some,Some,Some
470505,None,Only a few,Only a few,Only a few,Some,Some,Some,None,Some
470506,None,Some,Some,Some,Some,Only a few,Some,Some,Some
480540,A lot,Only a few,Only a few,Some,Some,Some,None,A lot,Some
470507,None,Some,Some,Some,Some,Some,Some,None,A lot
470508,Some,Only a few,Only a few,Some,A lot,Some,Only a few,Some,A lot
470513,None,None,Some,Some,Some,Some,Some,Some,Some
470514,None,None,None,None,None,None,None,None,Some
470515,None,Only a few,Some,A lot,Only a few,Some,Some,A lot,A lot
470517,Some,Only a few,Some,Some,A lot,Some,Some,Some,A lot
470518,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470519,None,A lot,Only a few,A lot,Some,Some,Some,Some,Some
470520,None,Some,Some,A lot,Some,A lot,A lot,Some,Only a few
470521,A lot,Some,Some,Only a few,Some,Some,None,A lot,Only a few
470523,,,,,,,,,
470524,Only a few,Some,Some,Some,Some,A lot,Some,A lot,A lot
470525,Some,Some,Some,Some,Only a few,Some,None,A lot,Some
470526,A lot,None,Only a few,None,Only a few,Only a few,None,A lot,Only a few
470527,A lot,Only a few,A lot,Only a few,A lot,Some,Only a few,A lot,A lot
470528,A lot,Only a few,Some,Some,Some,Some,None,A lot,Some
470529,None,None,Some,None,Only a few,None,,A lot,A lot
470530,Some,Only a few,Some,A lot,Only a few,Only a few,Only a few,Some,Some
470531,A lot,Some,Some,Some,Some,Some,None,A lot,A lot
470532,None,Only a few,None,Some,Some,Some,Some,None,Only a few
470535,A lot,Some,Some,Some,Only a few,Some,None,A lot,Only a few
470536,Some,Only a few,Some,Some,Some,Only a few,None,A lot,A lot
470540,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,A lot
470541,Some,Only a few,Some,Some,A lot,A lot,Only a few,Some,Some
470542,Only a few,Some,Some,A lot,Only a few,Some,Some,Some,A lot
470543,None,Only a few,Some,A lot,Only a few,Some,Some,Some,A lot
470545,Some,Some,A lot,Only a few,Some,Some,None,A lot,Some
470547,None,Only a few,Some,Some,A lot,Some,A lot,Some,A lot
470548,Only a few,A lot,Some,Some,Some,Some,A lot,Only a few,A lot
470549,None,None,Some,Some,None,Some,Some,None,A lot
470550,Only a few,Some,Some,A lot,Some,Some,Some,A lot,Some
470552,None,Only a few,Some,Some,Only a few,Some,Only a few,Only a few,A lot
470554,None,Only a few,Only a few,Some,None,Only a few,A lot,A lot,Some
470556,None,Only a few,Some,A lot,A lot,Some,Some,Some,A lot
470557,None,Some,Some,A lot,Some,Some,Only a few,Some,A lot
